"Type";"MaalerId";"Tidspunkt";"Maaling"
"1";"100101";"26-02-2024 20:58:18";"28,7"
"1";"100102";"26-02-2024 20:58:19";"30,7"
"1";"100103";"26-02-2024 20:58:20";"27,5"
"1";"100104";"26-02-2024 20:58:21";"29,7"
"1";"100105";"26-02-2024 20:58:22";"26,1"
"1";"100106";"26-02-2024 20:58:23";"32"
"1";"100107";"26-02-2024 20:58:24";"30,5"
"1";"100108";"26-02-2024 20:58:25";"30,6"
"1";"100109";"26-02-2024 20:58:26";"32,3"
"1";"100110";"26-02-2024 20:58:27";"27,1"
"1";"100111";"26-02-2024 20:58:28";"33,1"
"1";"100112";"26-02-2024 20:58:29";"29,3"
"1";"100113";"26-02-2024 20:58:30";"27,2"
"1";"100114";"26-02-2024 20:58:31";"32,9"
"1";"100115";"26-02-2024 20:58:32";"26,6"
"1";"100116";"26-02-2024 20:58:33";"28,5"
"1";"100117";"26-02-2024 20:58:34";"25,7"
"1";"100118";"26-02-2024 20:58:35";"25"
"1";"100119";"26-02-2024 20:58:36";"35,7"
"1";"100120";"26-02-2024 20:58:37";"26,9"
"1";"100121";"26-02-2024 20:58:38";"27,7"
"1";"100122";"26-02-2024 20:58:39";"23,9"
"1";"100123";"26-02-2024 20:58:40";"30,6"
"1";"100124";"26-02-2024 20:58:41";"24,5"
"1";"100125";"26-02-2024 20:58:42";"31,3"
"1";"100126";"26-02-2024 20:58:43";"26,6"
"1";"100127";"26-02-2024 20:58:44";"30,2"
"1";"100128";"26-02-2024 20:58:45";"27,3"
"1";"100129";"26-02-2024 20:58:46";"27,8"
"1";"100130";"26-02-2024 20:58:47";"28,6"
"1";"100131";"26-02-2024 20:58:48";"30,1"
"1";"100132";"26-02-2024 20:58:49";"29,4"
"1";"100133";"26-02-2024 20:58:50";"28,1"
"1";"100134";"26-02-2024 20:58:51";"27,7"
"1";"100135";"26-02-2024 20:58:52";"28,2"
"1";"100136";"26-02-2024 20:58:53";"34,9"
"1";"100137";"26-02-2024 20:58:54";"34,4"
"1";"100138";"26-02-2024 20:58:55";"26"
"1";"100139";"26-02-2024 20:58:56";"30,3"
"1";"100140";"26-02-2024 20:58:57";"33,5"
"1";"100141";"26-02-2024 20:58:58";"28,6"
"1";"100142";"26-02-2024 20:58:59";"27,6"
"1";"100143";"26-02-2024 20:59:00";"26,5"
"1";"100144";"26-02-2024 20:59:01";"27"
"1";"100145";"26-02-2024 20:59:02";"33"
"1";"100146";"26-02-2024 20:59:03";"30,1"
"1";"100147";"26-02-2024 20:59:04";"29,8"
"1";"100148";"26-02-2024 20:59:05";"29,5"
"1";"100149";"26-02-2024 20:59:06";"30,2"
"1";"100150";"26-02-2024 20:59:07";"24,8"
"1";"100151";"26-02-2024 20:59:08";"27"
"1";"100152";"26-02-2024 20:59:09";"29,8"
"1";"100153";"26-02-2024 20:59:10";"22,7"
"1";"100154";"26-02-2024 20:59:11";"24,1"
"1";"100155";"26-02-2024 20:59:12";"26,1"
"1";"100156";"26-02-2024 20:59:13";"26,5"
"1";"100157";"26-02-2024 20:59:14";"32,7"
"1";"100158";"26-02-2024 20:59:15";"26,5"
"1";"100159";"26-02-2024 20:59:16";"31,3"
"1";"100160";"26-02-2024 20:59:17";"29,5"
"1";"100161";"26-02-2024 20:59:18";"31"
"1";"100162";"26-02-2024 20:59:19";"28,1"
"1";"100163";"26-02-2024 20:59:20";"25,2"
"1";"100164";"26-02-2024 20:59:21";"33,3"
"1";"100165";"26-02-2024 20:59:22";"25,5"
"1";"100166";"26-02-2024 20:59:23";"28,4"
"1";"100167";"26-02-2024 20:59:24";"29"
"1";"100168";"26-02-2024 20:59:25";"26,6"
"1";"100169";"26-02-2024 20:59:26";"24,8"
"1";"100170";"26-02-2024 20:59:27";"27,4"
"1";"100171";"26-02-2024 20:59:28";"30,9"
"1";"100172";"26-02-2024 20:59:29";"23,6"
"1";"100173";"26-02-2024 20:59:30";"30,7"
"1";"100174";"26-02-2024 20:59:31";"40,1"
"1";"100175";"26-02-2024 20:59:32";"30,5"
"1";"100176";"26-02-2024 20:59:33";"30,1"
"1";"100177";"26-02-2024 20:59:34";"27,5"
"1";"100178";"26-02-2024 20:59:35";"31,3"
"1";"100179";"26-02-2024 20:59:36";"26,8"
"1";"100180";"26-02-2024 20:59:37";"27,1"
"1";"100181";"26-02-2024 20:59:38";"33,6"
"1";"100182";"26-02-2024 20:59:39";"29,8"
"1";"100183";"26-02-2024 20:59:40";"29"
"1";"100184";"26-02-2024 20:59:41";"32,5"
"1";"100185";"26-02-2024 20:59:42";"26,4"
"1";"100186";"26-02-2024 20:59:43";"27"
"1";"100187";"26-02-2024 20:59:44";"30,9"
"1";"100188";"26-02-2024 20:59:45";"21,8"
"1";"100189";"26-02-2024 20:59:46";"27"
"1";"100190";"26-02-2024 20:59:47";"27,3"
"1";"100191";"26-02-2024 20:59:48";"31,3"
"1";"100192";"26-02-2024 20:59:49";"29,9"
"1";"100193";"26-02-2024 20:59:50";"25,4"
"1";"100194";"26-02-2024 20:59:51";"32"
"1";"100195";"26-02-2024 20:59:52";"32,1"
"1";"100196";"26-02-2024 20:59:53";"31"
"1";"100197";"26-02-2024 20:59:54";"36,3"
"1";"100198";"26-02-2024 20:59:55";"24,6"
"1";"100199";"26-02-2024 20:59:56";"30,1"
"1";"100200";"26-02-2024 20:59:57";"25,4"
"1";"100201";"26-02-2024 20:59:58";"31,4"
"1";"100202";"26-02-2024 20:59:59";"26,9"
"1";"100203";"26-02-2024 21:00:00";"29,7"
"1";"100204";"26-02-2024 21:00:01";"27,9"
"1";"100205";"26-02-2024 21:00:02";"27,4"
"1";"100206";"26-02-2024 21:00:03";"24,9"
"1";"100207";"26-02-2024 21:00:04";"28,8"
"1";"100208";"26-02-2024 21:00:05";"21,1"
"1";"100209";"26-02-2024 21:00:06";"33"
"1";"100210";"26-02-2024 21:00:07";"32,6"
"1";"100211";"26-02-2024 21:00:08";"30,8"
"1";"100212";"26-02-2024 21:00:09";"31,9"
"1";"100213";"26-02-2024 21:00:10";"31,4"
"1";"100214";"26-02-2024 21:00:11";"24,3"
"1";"100215";"26-02-2024 21:00:12";"26"
"1";"100216";"26-02-2024 21:00:13";"35,4"
"1";"100217";"26-02-2024 21:00:14";"26,6"
"1";"100218";"26-02-2024 21:00:15";"27,8"
"1";"100219";"26-02-2024 21:00:16";"21,2"
"1";"100220";"26-02-2024 21:00:17";"31,3"
"1";"100221";"26-02-2024 21:00:18";"24,2"
"1";"100222";"26-02-2024 21:00:19";"33,3"
"1";"100223";"26-02-2024 21:00:20";"28,9"
"1";"100224";"26-02-2024 21:00:21";"26,3"
"1";"100225";"26-02-2024 21:00:22";"32,7"
"1";"100226";"26-02-2024 21:00:23";"32,3"
"1";"100227";"26-02-2024 21:00:24";"34,2"
"1";"100228";"26-02-2024 21:00:25";"25,9"
"1";"100229";"26-02-2024 21:00:26";"30,3"
"1";"100230";"26-02-2024 21:00:27";"26,3"
"1";"100231";"26-02-2024 21:00:28";"35,9"
"1";"100232";"26-02-2024 21:00:29";"24,1"
"1";"100233";"26-02-2024 21:00:30";"33"
"1";"100234";"26-02-2024 21:00:31";"27"
"1";"100235";"26-02-2024 21:00:32";"27,4"
"1";"100236";"26-02-2024 21:00:33";"30,1"
"1";"100237";"26-02-2024 21:00:34";"26,8"
"1";"100238";"26-02-2024 21:00:35";"30,7"
"1";"100239";"26-02-2024 21:00:36";"20,8"
"1";"100240";"26-02-2024 21:00:37";"25,4"
"1";"100241";"26-02-2024 21:00:38";"24,6"
"1";"100242";"26-02-2024 21:00:39";"31,9"
"1";"100243";"26-02-2024 21:00:40";"28,3"
"1";"100244";"26-02-2024 21:00:41";"36,6"
"1";"100245";"26-02-2024 21:00:42";"29,3"
"1";"100246";"26-02-2024 21:00:43";"23,1"
"1";"100247";"26-02-2024 21:00:44";"28,7"
"1";"100248";"26-02-2024 21:00:45";"25,7"
"1";"100249";"26-02-2024 21:00:46";"28,8"
"1";"100250";"26-02-2024 21:00:47";"30,9"
"1";"100251";"26-02-2024 21:00:48";"26,4"
"1";"100252";"26-02-2024 21:00:49";"22"
"1";"100253";"26-02-2024 21:00:50";"27,4"
"1";"100254";"26-02-2024 21:00:51";"28,8"
"1";"100255";"26-02-2024 21:00:52";"35,2"
"1";"100256";"26-02-2024 21:00:53";"26,7"
"1";"100257";"26-02-2024 21:00:54";"25,7"
"1";"100258";"26-02-2024 21:00:55";"27,8"
"1";"100259";"26-02-2024 21:00:56";"30,2"
"1";"100260";"26-02-2024 21:00:57";"30,6"
"1";"100261";"26-02-2024 21:00:58";"27,3"
"1";"100262";"26-02-2024 21:00:59";"25,2"
"1";"100263";"26-02-2024 21:01:00";"25,4"
"1";"100264";"26-02-2024 21:01:01";"25,2"
"1";"100265";"26-02-2024 21:01:02";"23,7"
"1";"100266";"26-02-2024 21:01:03";"34,2"
"1";"100267";"26-02-2024 21:01:04";"31,4"
"1";"100268";"26-02-2024 21:01:05";"27,6"
"1";"100269";"26-02-2024 21:01:06";"31,1"
"1";"100270";"26-02-2024 21:01:07";"30,4"
"1";"100271";"26-02-2024 21:01:08";"23,8"
"1";"100272";"26-02-2024 21:01:09";"22,6"
"1";"100273";"26-02-2024 21:01:10";"27,2"
"1";"100274";"26-02-2024 21:01:11";"33,7"
"1";"100275";"26-02-2024 21:01:12";"30,4"
"1";"100276";"26-02-2024 21:01:13";"25,1"
"1";"100277";"26-02-2024 21:01:14";"31,7"
"1";"100278";"26-02-2024 21:01:15";"32"
"1";"100279";"26-02-2024 21:01:16";"34,4"
"1";"100280";"26-02-2024 21:01:17";"30,1"
"1";"100281";"26-02-2024 21:01:18";"25,9"
"1";"100282";"26-02-2024 21:01:19";"25,3"
"1";"100283";"26-02-2024 21:01:20";"34,2"
