"Type";"MaalerId";"Tidspunkt";"Maaling"
"2";"200101";"26-02-2024 21:09:22";"26"
"2";"200102";"26-02-2024 21:10:37";"32"
"2";"200103";"26-02-2024 21:11:52";"30"
"2";"200104";"26-02-2024 21:13:07";"31"
"2";"200105";"26-02-2024 21:14:22";"31"
"2";"200106";"26-02-2024 21:15:37";"42"
"2";"200107";"26-02-2024 21:16:52";"30"
"2";"200108";"26-02-2024 21:18:07";"37"
"2";"200109";"26-02-2024 21:19:22";"26"
"2";"200110";"26-02-2024 21:20:37";"33"
"2";"200111";"26-02-2024 21:21:52";"43"
"2";"200112";"26-02-2024 21:23:07";"28"
"2";"200113";"26-02-2024 21:24:22";"45"
"2";"200114";"26-02-2024 21:25:37";"38"
"2";"200115";"26-02-2024 21:26:52";"42"
"2";"200116";"26-02-2024 21:28:07";"33"
"2";"200117";"26-02-2024 21:29:22";"35"
"2";"200118";"26-02-2024 21:30:37";"26"
"2";"200119";"26-02-2024 21:31:52";"44"
"2";"200120";"26-02-2024 21:33:07";"40"
"2";"200121";"26-02-2024 21:34:22";"44"
"2";"200122";"26-02-2024 21:35:37";"32"
"2";"200123";"26-02-2024 21:36:52";"26"
"2";"200124";"26-02-2024 21:38:07";"28"
"2";"200125";"26-02-2024 21:39:22";"43"
"2";"200126";"26-02-2024 21:40:37";"28"
"2";"200127";"26-02-2024 21:41:52";"39"
"2";"200128";"26-02-2024 21:43:07";"38"
"2";"200129";"26-02-2024 21:44:22";"28"
"2";"200130";"26-02-2024 21:45:37";"37"
"2";"200131";"26-02-2024 21:46:52";"32"
"2";"200132";"26-02-2024 21:48:07";"45"
"2";"200133";"26-02-2024 21:49:22";"27"
"2";"200134";"26-02-2024 21:50:37";"32"
"2";"200135";"26-02-2024 21:51:52";"25"
"2";"200136";"26-02-2024 21:53:07";"36"
"2";"200137";"26-02-2024 21:54:22";"30"
"2";"200138";"26-02-2024 21:55:37";"38"
"2";"200139";"26-02-2024 21:56:52";"41"
"2";"200140";"26-02-2024 21:58:07";"32"
"2";"200141";"26-02-2024 21:59:22";"34"
"2";"200142";"26-02-2024 22:00:37";"36"
"2";"200143";"26-02-2024 22:01:52";"33"
"2";"200144";"26-02-2024 22:03:07";"39"
"2";"200145";"26-02-2024 22:04:22";"45"
"2";"200146";"26-02-2024 22:05:37";"34"
"2";"200147";"26-02-2024 22:06:52";"27"
"2";"200148";"26-02-2024 22:08:07";"30"
"2";"200149";"26-02-2024 22:09:22";"37"
"2";"200150";"26-02-2024 22:10:37";"45"
"2";"200151";"26-02-2024 22:11:52";"31"
"2";"200152";"26-02-2024 22:13:07";"37"
"2";"200153";"26-02-2024 22:14:22";"41"
"2";"200154";"26-02-2024 22:15:37";"27"
"2";"200155";"26-02-2024 22:16:52";"40"
"2";"200156";"26-02-2024 22:18:07";"30"
"2";"200157";"26-02-2024 22:19:22";"36"
"2";"200158";"26-02-2024 22:20:37";"41"
"2";"200159";"26-02-2024 22:21:52";"27"
"2";"200160";"26-02-2024 22:23:07";"35"
"2";"200161";"26-02-2024 22:24:22";"41"
"2";"200162";"26-02-2024 22:25:37";"38"
"2";"200163";"26-02-2024 22:26:52";"34"
"2";"200164";"26-02-2024 22:28:07";"27"
"2";"200165";"26-02-2024 22:29:22";"33"
"2";"200166";"26-02-2024 22:30:37";"26"
"2";"200167";"26-02-2024 22:31:52";"42"
"2";"200168";"26-02-2024 22:33:07";"32"
"2";"200169";"26-02-2024 22:34:22";"36"
"2";"200170";"26-02-2024 22:35:37";"40"
"2";"200171";"26-02-2024 22:36:52";"29"
"2";"200172";"26-02-2024 22:38:07";"41"
"2";"200173";"26-02-2024 22:39:22";"39"
"2";"200174";"26-02-2024 22:40:37";"32"
"2";"200175";"26-02-2024 22:41:52";"32"
"2";"200176";"26-02-2024 22:43:07";"41"
"2";"200177";"26-02-2024 22:44:22";"36"
"2";"200178";"26-02-2024 22:45:37";"42"
"2";"200179";"26-02-2024 22:46:52";"41"
"2";"200180";"26-02-2024 22:48:07";"29"
"2";"200181";"26-02-2024 22:49:22";"40"
"2";"200182";"26-02-2024 22:50:37";"35"
"2";"200183";"26-02-2024 22:51:52";"32"
"2";"200184";"26-02-2024 22:53:07";"36"
"2";"200185";"26-02-2024 22:54:22";"33"
"2";"200186";"26-02-2024 22:55:37";"37"
"2";"200187";"26-02-2024 22:56:52";"26"
"2";"200188";"26-02-2024 22:58:07";"36"
"2";"200189";"26-02-2024 22:59:22";"25"
"2";"200190";"26-02-2024 23:00:37";"26"
"2";"200191";"26-02-2024 23:01:52";"26"
"2";"200192";"26-02-2024 23:03:07";"40"
"2";"200193";"26-02-2024 23:04:22";"44"
"2";"200194";"26-02-2024 23:05:37";"35"
"2";"200195";"26-02-2024 23:06:52";"42"
"2";"200196";"26-02-2024 23:08:07";"38"
"2";"200197";"26-02-2024 23:09:22";"35"
"2";"200198";"26-02-2024 23:10:37";"36"
"2";"200199";"26-02-2024 23:11:52";"43"
"2";"200200";"26-02-2024 23:13:07";"45"
