"Type";"MaalerId";"Tidspunkt";"Maaling"
"4";"400101";"26-02-2024 21:15:49";"34561"
"4";"400102";"26-02-2024 21:17:04";"40296"
"4";"400103";"26-02-2024 21:18:19";"71202"
"4";"400104";"26-02-2024 21:19:34";"72088"
"4";"400105";"26-02-2024 21:20:49";"37891"
"4";"400106";"26-02-2024 21:22:04";"47688"
"4";"400107";"26-02-2024 21:23:19";"68581"
"4";"400108";"26-02-2024 21:24:34";"48715"
"4";"400109";"26-02-2024 21:25:49";"2646"
"4";"400110";"26-02-2024 21:27:04";"54701"
"4";"400111";"26-02-2024 21:28:19";"52813"
"4";"400112";"26-02-2024 21:29:34";"65317"
"4";"400113";"26-02-2024 21:30:49";"68081"
"4";"400114";"26-02-2024 21:32:04";"76091"
"4";"400115";"26-02-2024 21:33:19";"9236"
"4";"400116";"26-02-2024 21:34:34";"24840"
"4";"400117";"26-02-2024 21:35:49";"23637"
"4";"400118";"26-02-2024 21:37:04";"53174"
"4";"400119";"26-02-2024 21:38:19";"50917"
"4";"400120";"26-02-2024 21:39:34";"46259"
"4";"400121";"26-02-2024 21:40:49";"59048"
"4";"400122";"26-02-2024 21:42:04";"30561"
"4";"400123";"26-02-2024 21:43:19";"23220"
"4";"400124";"26-02-2024 21:44:34";"71895"
"4";"400125";"26-02-2024 21:45:49";"16856"
"4";"400126";"26-02-2024 21:47:04";"24204"
"4";"400127";"26-02-2024 21:48:19";"49059"
"4";"400128";"26-02-2024 21:49:34";"62910"
"4";"400129";"26-02-2024 21:50:49";"36356"
"4";"400130";"26-02-2024 21:52:04";"44240"
"4";"400131";"26-02-2024 21:53:19";"52992"
"4";"400132";"26-02-2024 21:54:34";"3999"
"4";"400133";"26-02-2024 21:55:49";"57648"
"4";"400134";"26-02-2024 21:57:04";"78283"
"4";"400135";"26-02-2024 21:58:19";"87473"
"4";"400136";"26-02-2024 21:59:34";"54216"
"4";"400137";"26-02-2024 22:00:49";"66699"
"4";"400138";"26-02-2024 22:02:04";"59599"
"4";"400139";"26-02-2024 22:03:19";"49538"
"4";"400140";"26-02-2024 22:04:34";"44473"
"4";"400141";"26-02-2024 22:05:49";"80643"
"4";"400142";"26-02-2024 22:07:04";"37376"
"4";"400143";"26-02-2024 22:08:19";"40833"
"4";"400144";"26-02-2024 22:09:34";"53438"
"4";"400145";"26-02-2024 22:10:49";"46095"
"4";"400146";"26-02-2024 22:12:04";"9312"
"4";"400147";"26-02-2024 22:13:19";"49109"
"4";"400148";"26-02-2024 22:14:34";"64721"
"4";"400149";"26-02-2024 22:15:49";"37119"
"4";"400150";"26-02-2024 22:17:04";"74326"
"4";"400151";"26-02-2024 22:18:19";"36241"
"4";"400152";"26-02-2024 22:19:34";"58282"
"4";"400153";"26-02-2024 22:20:49";"25155"
"4";"400154";"26-02-2024 22:22:04";"22781"
"4";"400155";"26-02-2024 22:23:19";"43065"
"4";"400156";"26-02-2024 22:24:34";"8807"
"4";"400157";"26-02-2024 22:25:49";"76331"
"4";"400158";"26-02-2024 22:27:04";"11589"
"4";"400159";"26-02-2024 22:28:19";"80404"
"4";"400160";"26-02-2024 22:29:34";"16542"
"4";"400161";"26-02-2024 22:30:49";"58915"
"4";"400162";"26-02-2024 22:32:04";"29811"
"4";"400163";"26-02-2024 22:33:19";"43017"
"4";"400164";"26-02-2024 22:34:34";"5462"
"4";"400165";"26-02-2024 22:35:49";"36594"
"4";"400166";"26-02-2024 22:37:04";"53219"
"4";"400167";"26-02-2024 22:38:19";"27884"
"4";"400168";"26-02-2024 22:39:34";"22575"
"4";"400169";"26-02-2024 22:40:49";"11194"
"4";"400170";"26-02-2024 22:42:04";"31643"
"4";"400171";"26-02-2024 22:43:19";"60091"
"4";"400172";"26-02-2024 22:44:34";"17450"
"4";"400173";"26-02-2024 22:45:49";"74239"
"4";"400174";"26-02-2024 22:47:04";"79444"
"4";"400175";"26-02-2024 22:48:19";"36991"
"4";"400176";"26-02-2024 22:49:34";"63376"
"4";"400177";"26-02-2024 22:50:49";"36790"
"4";"400178";"26-02-2024 22:52:04";"76935"
"4";"400179";"26-02-2024 22:53:19";"53003"
"4";"400180";"26-02-2024 22:54:34";"56848"
"4";"400181";"26-02-2024 22:55:49";"79737"
"4";"400182";"26-02-2024 22:57:04";"65538"
"4";"400183";"26-02-2024 22:58:19";"25427"
"4";"400184";"26-02-2024 22:59:34";"36462"
"4";"400185";"26-02-2024 23:00:49";"62334"
"4";"400186";"26-02-2024 23:02:04";"75484"
"4";"400187";"26-02-2024 23:03:19";"18869"
"4";"400188";"26-02-2024 23:04:34";"25942"
"4";"400189";"26-02-2024 23:05:49";"66323"
"4";"400190";"26-02-2024 23:07:04";"13530"
"4";"400191";"26-02-2024 23:08:19";"2325"
"4";"400192";"26-02-2024 23:09:34";"30822"
"4";"400193";"26-02-2024 23:10:49";"31367"
"4";"400194";"26-02-2024 23:12:04";"10258"
"4";"400195";"26-02-2024 23:13:19";"26895"
"4";"400196";"26-02-2024 23:14:34";"28289"
"4";"400197";"26-02-2024 23:15:49";"82516"
"4";"400198";"26-02-2024 23:17:04";"65386"
"4";"400199";"26-02-2024 23:18:19";"31648"
"4";"400200";"26-02-2024 23:19:34";"35656"
