"Type";"MaalerId";"Tidspunkt";"Maaling"
"2";"200101";"26-02-2024 21:24:24";"31"
"2";"200102";"26-02-2024 21:25:39";"34"
"2";"200103";"26-02-2024 21:26:54";"29"
"2";"200104";"26-02-2024 21:28:09";"27"
"2";"200105";"26-02-2024 21:29:24";"41"
"2";"200106";"26-02-2024 21:30:39";"38"
"2";"200107";"26-02-2024 21:31:54";"35"
"2";"200108";"26-02-2024 21:33:09";"45"
"2";"200109";"26-02-2024 21:34:24";"32"
"2";"200110";"26-02-2024 21:35:39";"27"
"2";"200111";"26-02-2024 21:36:54";"45"
"2";"200112";"26-02-2024 21:38:09";"26"
"2";"200113";"26-02-2024 21:39:24";"36"
"2";"200114";"26-02-2024 21:40:39";"25"
"2";"200115";"26-02-2024 21:41:54";"32"
"2";"200116";"26-02-2024 21:43:09";"25"
"2";"200117";"26-02-2024 21:44:24";"33"
"2";"200118";"26-02-2024 21:45:39";"42"
"2";"200119";"26-02-2024 21:46:54";"30"
"2";"200120";"26-02-2024 21:48:09";"39"
"2";"200121";"26-02-2024 21:49:24";"36"
"2";"200122";"26-02-2024 21:50:39";"36"
"2";"200123";"26-02-2024 21:51:54";"35"
"2";"200124";"26-02-2024 21:53:09";"44"
"2";"200125";"26-02-2024 21:54:24";"36"
"2";"200126";"26-02-2024 21:55:39";"30"
"2";"200127";"26-02-2024 21:56:54";"38"
"2";"200128";"26-02-2024 21:58:09";"45"
"2";"200129";"26-02-2024 21:59:24";"39"
"2";"200130";"26-02-2024 22:00:39";"39"
"2";"200131";"26-02-2024 22:01:54";"28"
"2";"200132";"26-02-2024 22:03:09";"39"
"2";"200133";"26-02-2024 22:04:24";"33"
"2";"200134";"26-02-2024 22:05:39";"33"
"2";"200135";"26-02-2024 22:06:54";"40"
"2";"200136";"26-02-2024 22:08:09";"34"
"2";"200137";"26-02-2024 22:09:24";"39"
"2";"200138";"26-02-2024 22:10:39";"34"
"2";"200139";"26-02-2024 22:11:54";"27"
"2";"200140";"26-02-2024 22:13:09";"39"
"2";"200141";"26-02-2024 22:14:24";"32"
"2";"200142";"26-02-2024 22:15:39";"31"
"2";"200143";"26-02-2024 22:16:54";"31"
"2";"200144";"26-02-2024 22:18:09";"33"
"2";"200145";"26-02-2024 22:19:24";"37"
"2";"200146";"26-02-2024 22:20:39";"37"
"2";"200147";"26-02-2024 22:21:54";"32"
"2";"200148";"26-02-2024 22:23:09";"39"
"2";"200149";"26-02-2024 22:24:24";"30"
"2";"200150";"26-02-2024 22:25:39";"32"
"2";"200151";"26-02-2024 22:26:54";"29"
"2";"200152";"26-02-2024 22:28:09";"25"
"2";"200153";"26-02-2024 22:29:24";"39"
"2";"200154";"26-02-2024 22:30:39";"43"
"2";"200155";"26-02-2024 22:31:54";"37"
"2";"200156";"26-02-2024 22:33:09";"38"
"2";"200157";"26-02-2024 22:34:24";"25"
"2";"200158";"26-02-2024 22:35:39";"31"
"2";"200159";"26-02-2024 22:36:54";"40"
"2";"200160";"26-02-2024 22:38:09";"26"
"2";"200161";"26-02-2024 22:39:24";"28"
"2";"200162";"26-02-2024 22:40:39";"35"
"2";"200163";"26-02-2024 22:41:54";"39"
"2";"200164";"26-02-2024 22:43:09";"44"
"2";"200165";"26-02-2024 22:44:24";"25"
"2";"200166";"26-02-2024 22:45:39";"39"
"2";"200167";"26-02-2024 22:46:54";"42"
"2";"200168";"26-02-2024 22:48:09";"35"
"2";"200169";"26-02-2024 22:49:24";"26"
"2";"200170";"26-02-2024 22:50:39";"30"
"2";"200171";"26-02-2024 22:51:54";"37"
"2";"200172";"26-02-2024 22:53:09";"28"
"2";"200173";"26-02-2024 22:54:24";"38"
"2";"200174";"26-02-2024 22:55:39";"26"
"2";"200175";"26-02-2024 22:56:54";"41"
"2";"200176";"26-02-2024 22:58:09";"28"
"2";"200177";"26-02-2024 22:59:24";"36"
"2";"200178";"26-02-2024 23:00:39";"34"
"2";"200179";"26-02-2024 23:01:54";"35"
"2";"200180";"26-02-2024 23:03:09";"32"
"2";"200181";"26-02-2024 23:04:24";"40"
"2";"200182";"26-02-2024 23:05:39";"42"
"2";"200183";"26-02-2024 23:06:54";"45"
"2";"200184";"26-02-2024 23:08:09";"25"
"2";"200185";"26-02-2024 23:09:24";"33"
"2";"200186";"26-02-2024 23:10:39";"27"
"2";"200187";"26-02-2024 23:11:54";"38"
"2";"200188";"26-02-2024 23:13:09";"42"
"2";"200189";"26-02-2024 23:14:24";"36"
"2";"200190";"26-02-2024 23:15:39";"30"
"2";"200191";"26-02-2024 23:16:54";"43"
"2";"200192";"26-02-2024 23:18:09";"25"
"2";"200193";"26-02-2024 23:19:24";"43"
"2";"200194";"26-02-2024 23:20:39";"40"
"2";"200195";"26-02-2024 23:21:54";"30"
"2";"200196";"26-02-2024 23:23:09";"44"
"2";"200197";"26-02-2024 23:24:24";"36"
"2";"200198";"26-02-2024 23:25:39";"42"
"2";"200199";"26-02-2024 23:26:54";"33"
"2";"200200";"26-02-2024 23:28:09";"25"
