"Type";"MaalerId";"Tidspunkt";"Maaling"
"4";"400101";"26-02-2024 21:45:53";"43729"
"4";"400102";"26-02-2024 21:47:08";"33395"
"4";"400103";"26-02-2024 21:48:23";"27155"
"4";"400104";"26-02-2024 21:49:38";"28423"
"4";"400105";"26-02-2024 21:50:53";"46867"
"4";"400106";"26-02-2024 21:52:08";"60630"
"4";"400107";"26-02-2024 21:53:23";"33781"
"4";"400108";"26-02-2024 21:54:38";"59841"
"4";"400109";"26-02-2024 21:55:53";"28726"
"4";"400110";"26-02-2024 21:57:08";"49363"
"4";"400111";"26-02-2024 21:58:23";"78808"
"4";"400112";"26-02-2024 21:59:38";"50563"
"4";"400113";"26-02-2024 22:00:53";"89235"
"4";"400114";"26-02-2024 22:02:08";"23951"
"4";"400115";"26-02-2024 22:03:23";"57032"
"4";"400116";"26-02-2024 22:04:38";"72168"
"4";"400117";"26-02-2024 22:05:53";"39738"
"4";"400118";"26-02-2024 22:07:08";"83652"
"4";"400119";"26-02-2024 22:08:23";"24551"
"4";"400120";"26-02-2024 22:09:38";"56491"
"4";"400121";"26-02-2024 22:10:53";"29866"
"4";"400122";"26-02-2024 22:12:08";"29993"
"4";"400123";"26-02-2024 22:13:23";"26920"
"4";"400124";"26-02-2024 22:14:38";"55328"
"4";"400125";"26-02-2024 22:15:53";"18167"
"4";"400126";"26-02-2024 22:17:08";"21024"
"4";"400127";"26-02-2024 22:18:23";"75579"
"4";"400128";"26-02-2024 22:19:38";"64300"
"4";"400129";"26-02-2024 22:20:53";"66933"
"4";"400130";"26-02-2024 22:22:08";"61201"
"4";"400131";"26-02-2024 22:23:23";"54053"
"4";"400132";"26-02-2024 22:24:38";"39015"
"4";"400133";"26-02-2024 22:25:53";"52651"
"4";"400134";"26-02-2024 22:27:08";"10631"
"4";"400135";"26-02-2024 22:28:23";"79848"
"4";"400136";"26-02-2024 22:29:38";"39936"
"4";"400137";"26-02-2024 22:30:53";"67137"
"4";"400138";"26-02-2024 22:32:08";"24087"
"4";"400139";"26-02-2024 22:33:23";"43710"
"4";"400140";"26-02-2024 22:34:38";"81376"
"4";"400141";"26-02-2024 22:35:53";"17830"
"4";"400142";"26-02-2024 22:37:08";"21221"
"4";"400143";"26-02-2024 22:38:23";"50548"
"4";"400144";"26-02-2024 22:39:38";"33533"
"4";"400145";"26-02-2024 22:40:53";"6272"
"4";"400146";"26-02-2024 22:42:08";"80809"
"4";"400147";"26-02-2024 22:43:23";"44442"
"4";"400148";"26-02-2024 22:44:38";"47638"
"4";"400149";"26-02-2024 22:45:53";"46538"
"4";"400150";"26-02-2024 22:47:08";"49229"
"4";"400151";"26-02-2024 22:48:23";"81146"
"4";"400152";"26-02-2024 22:49:38";"12470"
"4";"400153";"26-02-2024 22:50:53";"51760"
"4";"400154";"26-02-2024 22:52:08";"39061"
"4";"400155";"26-02-2024 22:53:23";"53229"
"4";"400156";"26-02-2024 22:54:38";"42017"
"4";"400157";"26-02-2024 22:55:53";"68508"
"4";"400158";"26-02-2024 22:57:08";"25869"
"4";"400159";"26-02-2024 22:58:23";"22895"
"4";"400160";"26-02-2024 22:59:38";"51215"
"4";"400161";"26-02-2024 23:00:53";"3049"
"4";"400162";"26-02-2024 23:02:08";"53170"
"4";"400163";"26-02-2024 23:03:23";"38089"
"4";"400164";"26-02-2024 23:04:38";"2996"
"4";"400165";"26-02-2024 23:05:53";"52418"
"4";"400166";"26-02-2024 23:07:08";"88362"
"4";"400167";"26-02-2024 23:08:23";"64104"
"4";"400168";"26-02-2024 23:09:38";"53532"
"4";"400169";"26-02-2024 23:10:53";"25274"
"4";"400170";"26-02-2024 23:12:08";"19979"
"4";"400171";"26-02-2024 23:13:23";"46069"
"4";"400172";"26-02-2024 23:14:38";"47418"
"4";"400173";"26-02-2024 23:15:53";"47139"
"4";"400174";"26-02-2024 23:17:08";"86112"
"4";"400175";"26-02-2024 23:18:23";"37383"
"4";"400176";"26-02-2024 23:19:38";"31714"
"4";"400177";"26-02-2024 23:20:53";"53347"
"4";"400178";"26-02-2024 23:22:08";"13624"
"4";"400179";"26-02-2024 23:23:23";"2545"
"4";"400180";"26-02-2024 23:24:38";"81418"
"4";"400181";"26-02-2024 23:25:53";"14192"
"4";"400182";"26-02-2024 23:27:08";"12694"
"4";"400183";"26-02-2024 23:28:23";"80156"
"4";"400184";"26-02-2024 23:29:38";"24077"
"4";"400185";"26-02-2024 23:30:53";"5848"
"4";"400186";"26-02-2024 23:32:08";"55964"
"4";"400187";"26-02-2024 23:33:23";"12176"
"4";"400188";"26-02-2024 23:34:38";"38494"
"4";"400189";"26-02-2024 23:35:53";"71244"
"4";"400190";"26-02-2024 23:37:08";"87467"
"4";"400191";"26-02-2024 23:38:23";"69734"
"4";"400192";"26-02-2024 23:39:38";"78102"
"4";"400193";"26-02-2024 23:40:53";"72540"
"4";"400194";"26-02-2024 23:42:08";"62990"
"4";"400195";"26-02-2024 23:43:23";"28185"
"4";"400196";"26-02-2024 23:44:38";"72275"
"4";"400197";"26-02-2024 23:45:53";"22378"
"4";"400198";"26-02-2024 23:47:08";"43083"
"4";"400199";"26-02-2024 23:48:23";"51916"
"4";"400200";"26-02-2024 23:49:38";"44007"
